0	0
0.25	1.38
0.5	2.75
0.75	4.12
1	5.5
1.25	5.92
1.5	6.35
1.75	6.78
2	7.2
2.25	7.2
2.5	7.2
2.75	7.2
3	7.2
3.25	11.28
3.5	15.35
3.75	19.43
4	23.5
4.25	27.88
4.5	32.25
4.75	36.62
5	41
5.25	40.88
5.5	40.75
5.75	40.62
6	40.5
6.25	40.38
6.5	40.25
6.75	40.12
7	40
7.25	42.25
7.5	44.5
7.75	46.75
8	49
8.25	49
8.5	49
8.75	49
9	49
9.25	48.12
9.5	47.25
9.75	46.38
10	45.5
10.25	44.5
10.5	43.5
10.75	42.5
11	41.5
11.25	40.62
11.5	39.75
11.75	38.88
12	38
12.25	37.12
12.5	36.25
12.75	35.38
13	34.5
13.25	33.62
13.5	32.75
13.75	31.88
14	31
14.25	30.5
14.5	30
14.75	29.5
15	29
15.25	28
15.5	27
15.75	26
16	25
16.25	24.38
16.5	23.75
16.75	23.12
17	22.5
17.25	22.12
17.5	21.75
17.75	21.38
18	21
18.25	20.12
18.5	19.25
18.75	18.38
19	17.5
19.25	17.12
19.5	16.75
19.75	16.38
20	16
20.25	15.69
20.5	15.38
20.75	15.06
21	14.75
21.25	14.56
21.5	14.38
21.75	14.19
22	14
22.25	13.62
22.5	13.25
22.75	12.88
23	12.5
23.25	12.12
23.5	11.75
23.75	11.38
24	11
24.25	10.81
24.5	10.62
24.75	10.44
25	10.25
25.25	10.19
25.5	10.12
25.75	10.06
26	10
26.25	9.56
26.5	9.12
26.75	8.69
27	8.25
27.25	7.94
27.5	7.62
27.75	7.31
28	7
28.25	6.88
28.5	6.75
28.75	6.62
29	6.5
29.25	6.38
29.5	6.25
29.75	6.12
30	6
